,income,green_energy,green_energy_freq,cost,cost_freq,combination,combination_freq
367,3000 or less,2,26,2,28,100% Green energy & same as current,0.008928571428571428
368,3000 or less,2,26,2,28,100% Green energy & 20% higher than current,0.017857142857142856
369,3000 or less,2,26,3,24,60% Green energy & 20% lower than current,0.008928571428571428
370,3000 or less,2,26,3,24,60% Green energy & same as current,0.019642857142857142
371,3000 or less,2,26,3,24,60% Green energy & 20% higher than current,0.014285714285714285
372,3000 or less,2,26,3,24,80% Green energy & 20% lower than current,0.014285714285714285
373,3000 or less,2,26,3,24,80% Green energy & same as current,0.02142857142857143
374,3000 or less,2,26,3,24,80% Green energy & 20% higher than current,0.010714285714285714
375,3000 or less,2,26,3,24,100% Green energy & 20% lower than current,0.0125
376,3000 or less,2,26,3,24,100% Green energy & same as current,0.008928571428571428
377,3000 or less,2,26,3,24,100% Green energy & 20% higher than current,0.017857142857142856
378,3000 or less,3,22,1,20,60% Green energy & 20% lower than current,0.008928571428571428
379,3000 or less,3,22,1,20,60% Green energy & same as current,0.019642857142857142
380,3000 or less,3,22,1,20,60% Green energy & 20% higher than current,0.014285714285714285
381,3000 or less,3,22,1,20,80% Green energy & 20% lower than current,0.014285714285714285
382,3000 or less,3,22,1,20,80% Green energy & same as current,0.02142857142857143
383,3000 or less,3,22,1,20,80% Green energy & 20% higher than current,0.010714285714285714
384,3000 or less,3,22,1,20,100% Green energy & 20% lower than current,0.0125
385,3000 or less,3,22,1,20,100% Green energy & same as current,0.008928571428571428
386,3000 or less,3,22,1,20,100% Green energy & 20% higher than current,0.017857142857142856
387,3000 or less,3,22,2,28,60% Green energy & 20% lower than current,0.008928571428571428
388,3000 or less,3,22,2,28,60% Green energy & same as current,0.019642857142857142
389,3000 or less,3,22,2,28,60% Green energy & 20% higher than current,0.014285714285714285
390,3000 or less,3,22,2,28,80% Green energy & 20% lower than current,0.014285714285714285
391,3000 or less,3,22,2,28,80% Green energy & same as current,0.02142857142857143
392,3000 or less,3,22,2,28,80% Green energy & 20% higher than current,0.010714285714285714
393,3000 or less,3,22,2,28,100% Green energy & 20% lower than current,0.0125
394,3000 or less,3,22,2,28,100% Green energy & same as current,0.008928571428571428
395,3000 or less,3,22,2,28,100% Green energy & 20% higher than current,0.017857142857142856
396,3000 or less,3,22,3,24,60% Green energy & 20% lower than current,0.008928571428571428
397,3000 or less,3,22,3,24,60% Green energy & same as current,0.019642857142857142
398,3000 or less,3,22,3,24,60% Green energy & 20% higher than current,0.014285714285714285
399,3000 or less,3,22,3,24,80% Green energy & 20% lower than current,0.014285714285714285
400,3000 or less,3,22,3,24,80% Green energy & same as current,0.02142857142857143
401,3000 or less,3,22,3,24,80% Green energy & 20% higher than current,0.010714285714285714
402,3000 or less,3,22,3,24,100% Green energy & 20% lower than current,0.0125
403,3000 or less,3,22,3,24,100% Green energy & same as current,0.008928571428571428
404,3000 or less,3,22,3,24,100% Green energy & 20% higher than current,0.017857142857142856
405,3000 or less,1,11,1,7,60% Green energy & 20% lower than current,0.0035714285714285713
406,3000 or less,1,11,1,7,60% Green energy & same as current,0.010714285714285714
407,3000 or less,1,11,1,7,60% Green energy & 20% higher than current,0.005357142857142857
408,3000 or less,1,11,1,7,80% Green energy & 20% lower than current,0.005357142857142857
409,3000 or less,1,11,1,7,80% Green energy & same as current,0.0035714285714285713
410,3000 or less,1,11,1,7,100% Green energy & 20% lower than current,0.0035714285714285713
411,3000 or less,1,11,1,7,100% Green energy & same as current,0.0017857142857142857
412,3000 or less,1,11,1,7,100% Green energy & 20% higher than current,0.0017857142857142857
413,3000 or less,1,11,2,9,60% Green energy & 20% lower than current,0.0035714285714285713
414,3000 or less,1,11,2,9,60% Green energy & same as current,0.010714285714285714
415,3000 or less,1,11,2,9,60% Green energy & 20% higher than current,0.005357142857142857
416,3000 or less,1,11,2,9,80% Green energy & 20% lower than current,0.005357142857142857
417,3000 or less,1,11,2,9,80% Green energy & same as current,0.0035714285714285713
418,3000 or less,1,11,2,9,100% Green energy & 20% lower than current,0.0035714285714285713
419,3000 or less,1,11,2,9,100% Green energy & same as current,0.0017857142857142857
420,3000 or less,1,11,2,9,100% Green energy & 20% higher than current,0.0017857142857142857
421,3000 or less,1,11,3,4,60% Green energy & 20% lower than current,0.0035714285714285713
422,3000 or less,1,11,3,4,60% Green energy & same as current,0.010714285714285714
423,3000 or less,1,11,3,4,60% Green energy & 20% higher than current,0.005357142857142857
424,3000 or less,1,11,3,4,80% Green energy & 20% lower than current,0.005357142857142857
425,3000 or less,1,11,3,4,80% Green energy & same as current,0.0035714285714285713
426,3000 or less,1,11,3,4,100% Green energy & 20% lower than current,0.0035714285714285713
427,3000 or less,1,11,3,4,100% Green energy & same as current,0.0017857142857142857
428,3000 or less,1,11,3,4,100% Green energy & 20% higher than current,0.0017857142857142857
429,3000 or less,2,5,1,7,60% Green energy & 20% lower than current,0.0035714285714285713
430,3000 or less,2,5,1,7,60% Green energy & same as current,0.010714285714285714
431,3000 or less,2,5,1,7,60% Green energy & 20% higher than current,0.005357142857142857
432,3000 or less,2,5,1,7,80% Green energy & 20% lower than current,0.005357142857142857
433,3000 or less,2,5,1,7,80% Green energy & same as current,0.0035714285714285713
434,3000 or less,2,5,1,7,100% Green energy & 20% lower than current,0.0035714285714285713
435,3000 or less,2,5,1,7,100% Green energy & same as current,0.0017857142857142857
436,3000 or less,2,5,1,7,100% Green energy & 20% higher than current,0.0017857142857142857
437,3000 or less,2,5,2,9,60% Green energy & 20% lower than current,0.0035714285714285713
438,3000 or less,2,5,2,9,60% Green energy & same as current,0.010714285714285714
439,3000 or less,2,5,2,9,60% Green energy & 20% higher than current,0.005357142857142857
440,3000 or less,2,5,2,9,80% Green energy & 20% lower than current,0.005357142857142857
441,3000 or less,2,5,2,9,80% Green energy & same as current,0.0035714285714285713
442,3000 or less,2,5,2,9,100% Green energy & 20% lower than current,0.0035714285714285713
443,3000 or less,2,5,2,9,100% Green energy & same as current,0.0017857142857142857
444,3000 or less,2,5,2,9,100% Green energy & 20% higher than current,0.0017857142857142857
445,3000 or less,2,5,3,4,60% Green energy & 20% lower than current,0.0035714285714285713
446,3000 or less,2,5,3,4,60% Green energy & same as current,0.010714285714285714
447,3000 or less,2,5,3,4,60% Green energy & 20% higher than current,0.005357142857142857
448,3000 or less,2,5,3,4,80% Green energy & 20% lower than current,0.005357142857142857
449,3000 or less,2,5,3,4,80% Green energy & same as current,0.0035714285714285713
450,3000 or less,2,5,3,4,100% Green energy & 20% lower than current,0.0035714285714285713
451,3000 or less,2,5,3,4,100% Green energy & same as current,0.0017857142857142857
452,3000 or less,2,5,3,4,100% Green energy & 20% higher than current,0.0017857142857142857
453,3000 or less,3,4,1,7,60% Green energy & 20% lower than current,0.0035714285714285713
454,3000 or less,3,4,1,7,60% Green energy & same as current,0.010714285714285714
455,3000 or less,3,4,1,7,60% Green energy & 20% higher than current,0.005357142857142857
456,3000 or less,3,4,1,7,80% Green energy & 20% lower than current,0.005357142857142857
457,3000 or less,3,4,1,7,80% Green energy & same as current,0.0035714285714285713
458,3000 or less,3,4,1,7,100% Green energy & 20% lower than current,0.0035714285714285713
459,3000 or less,3,4,1,7,100% Green energy & same as current,0.0017857142857142857
460,3000 or less,3,4,1,7,100% Green energy & 20% higher than current,0.0017857142857142857
461,3000 or less,3,4,2,9,60% Green energy & 20% lower than current,0.0035714285714285713
462,3000 or less,3,4,2,9,60% Green energy & same as current,0.010714285714285714
463,3000 or less,3,4,2,9,60% Green energy & 20% higher than current,0.005357142857142857
464,3000 or less,3,4,2,9,80% Green energy & 20% lower than current,0.005357142857142857
465,3000 or less,3,4,2,9,80% Green energy & same as current,0.0035714285714285713
466,3000 or less,3,4,2,9,100% Green energy & 20% lower than current,0.0035714285714285713
467,3000 or less,3,4,2,9,100% Green energy & same as current,0.0017857142857142857
468,3000 or less,3,4,2,9,100% Green energy & 20% higher than current,0.0017857142857142857
469,3000 or less,3,4,3,4,60% Green energy & 20% lower than current,0.0035714285714285713
470,3000 or less,3,4,3,4,60% Green energy & same as current,0.010714285714285714
471,3000 or less,3,4,3,4,60% Green energy & 20% higher than current,0.005357142857142857
472,3000 or less,3,4,3,4,80% Green energy & 20% lower than current,0.005357142857142857
473,3000 or less,3,4,3,4,80% Green energy & same as current,0.0035714285714285713
474,3000 or less,3,4,3,4,100% Green energy & 20% lower than current,0.0035714285714285713
475,3000 or less,3,4,3,4,100% Green energy & same as current,0.0017857142857142857
476,3000 or less,3,4,3,4,100% Green energy & 20% higher than current,0.0017857142857142857
477,3001-4499,1,25,1,15,60% Green energy & 20% lower than current,0.017408123791102514
478,3001-4499,1,25,1,15,60% Green energy & same as current,0.01160541586073501
479,3001-4499,1,25,1,15,60% Green energy & 20% higher than current,0.019342359767891684
480,3001-4499,1,25,1,15,80% Green energy & 20% lower than current,0.007736943907156673
481,3001-4499,1,25,1,15,80% Green energy & same as current,0.0038684719535783366
482,3001-4499,1,25,1,15,80% Green energy & 20% higher than current,0.013539651837524178
483,3001-4499,1,25,1,15,100% Green energy & 20% lower than current,0.0038684719535783366
484,3001-4499,1,25,1,15,100% Green energy & same as current,0.013539651837524178
485,3001-4499,1,25,1,15,100% Green energy & 20% higher than current,0.009671179883945842
486,3001-4499,1,25,2,15,60% Green energy & 20% lower than current,0.017408123791102514
487,3001-4499,1,25,2,15,60% Green energy & same as current,0.01160541586073501
488,3001-4499,1,25,2,15,60% Green energy & 20% higher than current,0.019342359767891684
489,3001-4499,1,25,2,15,80% Green energy & 20% lower than current,0.007736943907156673
490,3001-4499,1,25,2,15,80% Green energy & same as current,0.0038684719535783366
491,3001-4499,1,25,2,15,80% Green energy & 20% higher than current,0.013539651837524178
492,3001-4499,1,25,2,15,100% Green energy & 20% lower than current,0.0038684719535783366
493,3001-4499,1,25,2,15,100% Green energy & same as current,0.013539651837524178
494,3001-4499,1,25,2,15,100% Green energy & 20% higher than current,0.009671179883945842
495,3001-4499,1,25,3,22,60% Green energy & 20% lower than current,0.017408123791102514
496,3001-4499,1,25,3,22,60% Green energy & same as current,0.01160541586073501
497,3001-4499,1,25,3,22,60% Green energy & 20% higher than current,0.019342359767891684
498,3001-4499,1,25,3,22,80% Green energy & 20% lower than current,0.007736943907156673
499,3001-4499,1,25,3,22,80% Green energy & same as current,0.0038684719535783366
500,3001-4499,1,25,3,22,80% Green energy & 20% higher than current,0.013539651837524178
501,3001-4499,1,25,3,22,100% Green energy & 20% lower than current,0.0038684719535783366
502,3001-4499,1,25,3,22,100% Green energy & same as current,0.013539651837524178
503,3001-4499,1,25,3,22,100% Green energy & 20% higher than current,0.009671179883945842
504,3001-4499,2,13,1,15,60% Green energy & 20% lower than current,0.017408123791102514
505,3001-4499,2,13,1,15,60% Green energy & same as current,0.01160541586073501
506,3001-4499,2,13,1,15,60% Green energy & 20% higher than current,0.019342359767891684
507,3001-4499,2,13,1,15,80% Green energy & 20% lower than current,0.007736943907156673
508,3001-4499,2,13,1,15,80% Green energy & same as current,0.0038684719535783366
509,3001-4499,2,13,1,15,80% Green energy & 20% higher than current,0.013539651837524178
510,3001-4499,2,13,1,15,100% Green energy & 20% lower than current,0.0038684719535783366
511,3001-4499,2,13,1,15,100% Green energy & same as current,0.013539651837524178
512,3001-4499,2,13,1,15,100% Green energy & 20% higher than current,0.009671179883945842
513,3001-4499,2,13,2,15,60% Green energy & 20% lower than current,0.017408123791102514
514,3001-4499,2,13,2,15,60% Green energy & same as current,0.01160541586073501
515,3001-4499,2,13,2,15,60% Green energy & 20% higher than current,0.019342359767891684
516,3001-4499,2,13,2,15,80% Green energy & 20% lower than current,0.007736943907156673
517,3001-4499,2,13,2,15,80% Green energy & same as current,0.0038684719535783366
518,3001-4499,2,13,2,15,80% Green energy & 20% higher than current,0.013539651837524178
519,3001-4499,2,13,2,15,100% Green energy & 20% lower than current,0.0038684719535783366
520,3001-4499,2,13,2,15,100% Green energy & same as current,0.013539651837524178
521,3001-4499,2,13,2,15,100% Green energy & 20% higher than current,0.009671179883945842
522,3001-4499,2,13,3,22,60% Green energy & 20% lower than current,0.017408123791102514
523,3001-4499,2,13,3,22,60% Green energy & same as current,0.01160541586073501
